,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-8853659,RET signaling,1.0906652189547158e-11,True,RET signaling,14,20,8,4028,0.4,0.5714285714285714,query_1,['REAC:R-HSA-422475']
1,REAC,REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,4.9383687159605485e-11,True,VEGFA-VEGFR2 Pathway,27,20,9,4028,0.45,0.3333333333333333,query_1,['REAC:R-HSA-194138']
2,REAC,REAC:R-HSA-162582,Signal Transduction,9.194113701445347e-11,True,Signal Transduction,589,20,19,4028,0.95,0.03225806451612903,query_1,['REAC:0000000']
3,REAC,REAC:R-HSA-194138,Signaling by VEGF,1.4963466550309446e-10,True,Signaling by VEGF,30,20,9,4028,0.45,0.3,query_1,['REAC:R-HSA-9006934']
4,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,1.9214230956415814e-10,True,Diseases of signal transduction by growth factor receptors and second messengers,102,20,12,4028,0.6,0.11764705882352941,query_1,['REAC:R-HSA-1643685']
5,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,3.1153780408372246e-10,True,Signaling by Receptor Tyrosine Kinases,145,20,13,4028,0.65,0.0896551724137931,query_1,['REAC:R-HSA-162582']
6,REAC,REAC:R-HSA-76002,"Platelet activation, signaling and aggregation",3.4152237328436554e-09,True,"Platelet activation, signaling and aggregation",63,20,10,4028,0.5,0.15873015873015872,query_1,['REAC:R-HSA-109582']
7,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,1.2729134033284098e-08,True,Interleukin-2 family signaling,16,20,7,4028,0.35,0.4375,query_1,['REAC:R-HSA-449147']
8,REAC,REAC:R-HSA-388396,GPCR downstream signalling,1.558836230177316e-08,True,GPCR downstream signalling,195,20,13,4028,0.65,0.06666666666666667,query_1,['REAC:R-HSA-372790']
9,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",2.1578214818365675e-08,True,"Interleukin-3, Interleukin-5 and GM-CSF signaling",17,20,7,4028,0.35,0.4117647058823529,query_1,['REAC:R-HSA-449147']
10,REAC,REAC:R-HSA-372790,Signaling by GPCR,2.996762186093843e-08,True,Signaling by GPCR,205,20,13,4028,0.65,0.06341463414634146,query_1,['REAC:R-HSA-162582']
11,REAC,REAC:R-HSA-109582,Hemostasis,3.085271743864813e-08,True,Hemostasis,154,20,12,4028,0.6,0.07792207792207792,query_1,['REAC:0000000']
12,REAC,REAC:R-HSA-1266738,Developmental Biology,4.648829994865849e-08,True,Developmental Biology,275,20,14,4028,0.7,0.05090909090909091,query_1,['REAC:0000000']
13,REAC,REAC:R-HSA-186763,Downstream signal transduction,6.804478217355296e-08,True,Downstream signal transduction,10,20,6,4028,0.3,0.6,query_1,['REAC:R-HSA-186797']
14,REAC,REAC:R-HSA-449147,Signaling by Interleukins,7.949953025925089e-08,True,Signaling by Interleukins,85,20,10,4028,0.5,0.11764705882352941,query_1,['REAC:R-HSA-1280215']
15,REAC,REAC:R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1.2755995115547435e-07,True,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",21,20,7,4028,0.35,0.3333333333333333,query_1,['REAC:R-HSA-199418']
16,REAC,REAC:R-HSA-166520,Signaling by NTRKs,1.6660574325982018e-07,True,Signaling by NTRKs,38,20,8,4028,0.4,0.21052631578947367,query_1,['REAC:R-HSA-9006934']
17,REAC,REAC:R-HSA-199418,Negative regulation of the PI3K/AKT network,2.67415572219456e-07,True,Negative regulation of the PI3K/AKT network,23,20,7,4028,0.35,0.30434782608695654,query_1,['REAC:R-HSA-1257604']
18,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,4.6894492598269357e-07,True,Intracellular signaling by second messengers,68,20,9,4028,0.45,0.1323529411764706,query_1,['REAC:R-HSA-162582']
19,REAC,REAC:R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,5.260487945990254e-07,True,Signaling by PDGFRA extracellular domain mutants,6,20,5,4028,0.25,0.8333333333333334,query_1,['REAC:R-HSA-9671555']
20,REAC,REAC:R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",5.260487945990254e-07,True,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",6,20,5,4028,0.25,0.8333333333333334,query_1,['REAC:R-HSA-9671555']
21,REAC,REAC:R-HSA-912526,Interleukin receptor SHC signaling,5.510572388332959e-07,True,Interleukin receptor SHC signaling,13,20,6,4028,0.3,0.46153846153846156,query_1,"['REAC:R-HSA-451927', 'REAC:R-HSA-512988']"
22,REAC,REAC:R-HSA-2219528,PI3K/AKT Signaling in Cancer,9.577090119971083e-07,True,PI3K/AKT Signaling in Cancer,27,20,7,4028,0.35,0.25925925925925924,query_1,['REAC:R-HSA-5663202']
23,REAC,REAC:R-HSA-1227986,Signaling by ERBB2,9.614698179577502e-07,True,Signaling by ERBB2,14,20,6,4028,0.3,0.42857142857142855,query_1,['REAC:R-HSA-9006934']
24,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,9.614698179577502e-07,True,Signaling by SCF-KIT,14,20,6,4028,0.3,0.42857142857142855,query_1,['REAC:R-HSA-9006934']
25,REAC,REAC:R-HSA-1643685,Disease,1.2089092272550964e-06,True,Disease,348,20,14,4028,0.7,0.040229885057471264,query_1,['REAC:0000000']
26,REAC,REAC:R-HSA-187037,Signaling by NTRK1 (TRKA),1.273320269948202e-06,True,Signaling by NTRK1 (TRKA),28,20,7,4028,0.35,0.25,query_1,['REAC:R-HSA-166520']
27,REAC,REAC:R-HSA-9669938,Signaling by KIT in disease,1.8354493078329634e-06,True,Signaling by KIT in disease,7,20,5,4028,0.25,0.7142857142857143,query_1,['REAC:R-HSA-5663202']
