,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,1.1610172707825489e-08,True,Signal Transduction,403,20,18,2622,0.9,0.04466501240694789,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,1.6355433962916995e-07,True,Diseases of signal transduction by growth factor receptors and second messengers,86,20,11,2622,0.55,0.12790697674418605,query_1,['REAC:R-HSA-1643685']
2,REAC,REAC:R-HSA-1643685,Disease,1.9773615892747835e-07,True,Disease,253,20,15,2622,0.75,0.05928853754940711,query_1,['REAC:0000000']
3,REAC,REAC:R-HSA-5673001,RAF/MAP kinase cascade,2.3619054377731923e-06,True,RAF/MAP kinase cascade,54,20,9,2622,0.45,0.16666666666666666,query_1,['REAC:R-HSA-5684996']
4,REAC,REAC:R-HSA-5684996,MAPK1/MAPK3 signaling,2.3619054377731923e-06,True,MAPK1/MAPK3 signaling,54,20,9,2622,0.45,0.16666666666666666,query_1,['REAC:R-HSA-5683057']
5,REAC,REAC:R-HSA-5683057,MAPK family signaling cascades,3.949791500040622e-06,True,MAPK family signaling cascades,57,20,9,2622,0.45,0.15789473684210525,query_1,['REAC:R-HSA-162582']
6,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,1.5672888586641258e-05,True,Interleukin-2 family signaling,7,20,5,2622,0.25,0.7142857142857143,query_1,['REAC:R-HSA-449147']
7,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,7.214988506826477e-05,True,Intracellular signaling by second messengers,52,20,8,2622,0.4,0.15384615384615385,query_1,['REAC:R-HSA-162582']
8,REAC,REAC:R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.00011037307607664544,True,PI3K/AKT Signaling in Cancer,19,20,6,2622,0.3,0.3157894736842105,query_1,['REAC:R-HSA-5663202']
9,REAC,REAC:R-HSA-1963642,PI3K events in ERBB2 signaling,0.00012329303103030337,True,PI3K events in ERBB2 signaling,4,20,4,2622,0.2,1.0,query_1,['REAC:R-HSA-1227986']
10,REAC,REAC:R-HSA-9664565,Signaling by ERBB2 KD Mutants,0.00012329303103030337,True,Signaling by ERBB2 KD Mutants,4,20,4,2622,0.2,1.0,query_1,['REAC:R-HSA-1227990']
11,REAC,REAC:R-HSA-9665348,Signaling by ERBB2 ECD mutants,0.00012329303103030337,True,Signaling by ERBB2 ECD mutants,4,20,4,2622,0.2,1.0,query_1,['REAC:R-HSA-1227990']
