,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,9.559410407140162e-11,True,Signal Transduction,562,20,19,3833,0.95,0.033807829181494664,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1.5136506347378467e-10,True,Signaling by Receptor Tyrosine Kinases,131,20,13,3833,0.65,0.09923664122137404,query_1,['REAC:R-HSA-162582']
2,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,8.425991860114912e-09,True,Diseases of signal transduction by growth factor receptors and second messengers,95,20,11,3833,0.55,0.11578947368421053,query_1,['REAC:R-HSA-1643685']
3,REAC,REAC:R-HSA-166520,Signaling by NTRKs,5.3999887951077406e-08,True,Signaling by NTRKs,32,20,8,3833,0.4,0.25,query_1,['REAC:R-HSA-9006934']
4,REAC,REAC:R-HSA-8853659,RET signaling,9.160433087311399e-08,True,RET signaling,10,20,6,3833,0.3,0.6,query_1,['REAC:R-HSA-422475']
5,REAC,REAC:R-HSA-187037,Signaling by NTRK1 (TRKA),5.31635981890473e-07,True,Signaling by NTRK1 (TRKA),24,20,7,3833,0.35,0.2916666666666667,query_1,['REAC:R-HSA-166520']
6,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,7.415132149131306e-07,True,Interleukin-2 family signaling,13,20,6,3833,0.3,0.46153846153846156,query_1,['REAC:R-HSA-449147']
7,REAC,REAC:R-HSA-1643685,Disease,8.847632859857121e-07,True,Disease,324,20,14,3833,0.7,0.043209876543209874,query_1,['REAC:0000000']
8,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,1.293574557746203e-06,True,Signaling by SCF-KIT,14,20,6,3833,0.3,0.42857142857142855,query_1,['REAC:R-HSA-9006934']
9,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1.293574557746203e-06,True,"Interleukin-3, Interleukin-5 and GM-CSF signaling",14,20,6,3833,0.3,0.42857142857142855,query_1,['REAC:R-HSA-449147']
10,REAC,REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,1.3518954035403355e-06,True,VEGFA-VEGFR2 Pathway,27,20,7,3833,0.35,0.25925925925925924,query_1,['REAC:R-HSA-194138']
11,REAC,REAC:R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",2.3518659535560152e-06,True,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",7,20,5,3833,0.25,0.7142857142857143,query_1,['REAC:R-HSA-9669938']
12,REAC,REAC:R-HSA-9669938,Signaling by KIT in disease,2.3518659535560152e-06,True,Signaling by KIT in disease,7,20,5,3833,0.25,0.7142857142857143,query_1,['REAC:R-HSA-5663202']
13,REAC,REAC:R-HSA-194138,Signaling by VEGF,2.3618976899419936e-06,True,Signaling by VEGF,29,20,7,3833,0.35,0.2413793103448276,query_1,['REAC:R-HSA-9006934']
14,REAC,REAC:R-HSA-388396,GPCR downstream signalling,9.908873869498801e-06,True,GPCR downstream signalling,179,20,11,3833,0.55,0.061452513966480445,query_1,['REAC:R-HSA-372790']
