,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,2.746085156159584e-07,True,Signal Transduction,185,20,18,986,0.9,0.0972972972972973,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,1.146484262194883e-05,True,Intracellular signaling by second messengers,18,20,8,986,0.4,0.4444444444444444,query_1,['REAC:R-HSA-162582']
2,REAC,REAC:R-HSA-112040,G-protein mediated events,4.212085665928433e-05,True,G-protein mediated events,8,20,6,986,0.3,0.75,query_1,['REAC:R-HSA-111885']
3,REAC,REAC:R-HSA-111885,Opioid Signalling,4.212085665928433e-05,True,Opioid Signalling,8,20,6,986,0.3,0.75,query_1,['REAC:R-HSA-418594']
4,REAC,REAC:R-HSA-112043,PLC beta mediated events,4.212085665928433e-05,True,PLC beta mediated events,8,20,6,986,0.3,0.75,query_1,['REAC:R-HSA-112040']
5,REAC,REAC:R-HSA-1643685,Disease,0.00012155343983851972,True,Disease,100,20,13,986,0.65,0.13,query_1,['REAC:0000000']
6,REAC,REAC:R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,0.0013230020708959532,True,Neurotransmitter receptors and postsynaptic signal transmission,12,20,6,986,0.3,0.5,query_1,['REAC:R-HSA-112315']
7,REAC,REAC:R-HSA-9658195,Leishmania infection,0.0014658489982789765,True,Leishmania infection,20,20,7,986,0.35,0.35,query_1,['REAC:R-HSA-5663205']
8,REAC,REAC:R-HSA-1489509,DAG and IP3 signaling,0.0020639514050013155,True,DAG and IP3 signaling,7,20,5,986,0.25,0.7142857142857143,query_1,['REAC:R-HSA-9006925']
9,REAC,REAC:R-HSA-5663205,Infectious disease,0.0021921896553149666,True,Infectious disease,45,20,9,986,0.45,0.2,query_1,['REAC:R-HSA-1643685']
10,REAC,REAC:R-HSA-112315,Transmission across Chemical Synapses,0.010912079489147722,True,Transmission across Chemical Synapses,16,20,6,986,0.3,0.375,query_1,['REAC:R-HSA-112316']
11,REAC,REAC:R-HSA-422356,Regulation of insulin secretion,0.023831271948397355,True,Regulation of insulin secretion,10,20,5,986,0.25,0.5,query_1,['REAC:R-HSA-163685']
12,REAC,REAC:R-HSA-418594,G alpha (i) signalling events,0.024676414932642242,True,G alpha (i) signalling events,18,20,6,986,0.3,0.3333333333333333,query_1,['REAC:R-HSA-388396']
13,REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,0.041775182763866235,True,Cytokine Signaling in Immune system,45,20,8,986,0.4,0.17777777777777778,query_1,['REAC:R-HSA-168256']
14,REAC,REAC:R-HSA-163685,Integration of energy metabolism,0.0431325587826663,True,Integration of energy metabolism,11,20,5,986,0.25,0.45454545454545453,query_1,['REAC:R-HSA-1430728']
