,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,1.1492329133614935e-08,True,Signal Transduction,399,20,18,2597,0.9,0.045112781954887216,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,1.4291053453607077e-08,True,Diseases of signal transduction by growth factor receptors and second messengers,69,20,11,2597,0.55,0.15942028985507245,query_1,['REAC:R-HSA-1643685']
2,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1.0516158933403674e-07,True,Signaling by Receptor Tyrosine Kinases,82,20,11,2597,0.55,0.13414634146341464,query_1,['REAC:R-HSA-162582']
3,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,1.7922934644497954e-06,True,Intracellular signaling by second messengers,52,20,9,2597,0.45,0.17307692307692307,query_1,['REAC:R-HSA-162582']
4,REAC,REAC:R-HSA-1643685,Disease,7.36629208854659e-05,True,Disease,245,20,13,2597,0.65,0.053061224489795916,query_1,['REAC:0000000']
5,REAC,REAC:R-HSA-8853659,RET signaling,9.769645002079993e-05,True,RET signaling,9,20,5,2597,0.25,0.5555555555555556,query_1,['REAC:R-HSA-422475']
6,REAC,REAC:R-HSA-418597,G alpha (z) signalling events,0.00019444988878386337,True,G alpha (z) signalling events,10,20,5,2597,0.25,0.5,query_1,['REAC:R-HSA-388396']
7,REAC,REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,0.0002315178560186679,True,VEGFA-VEGFR2 Pathway,21,20,6,2597,0.3,0.2857142857142857,query_1,['REAC:R-HSA-194138']
8,REAC,REAC:R-HSA-449147,Signaling by Interleukins,0.00025569975451864024,True,Signaling by Interleukins,60,20,8,2597,0.4,0.13333333333333333,query_1,['REAC:R-HSA-1280215']
9,REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,0.0002965804829193934,True,Cytokine Signaling in Immune system,90,20,9,2597,0.45,0.1,query_1,['REAC:R-HSA-168256']
10,REAC,REAC:R-HSA-194138,Signaling by VEGF,0.0005662827191769128,True,Signaling by VEGF,24,20,6,2597,0.3,0.25,query_1,['REAC:R-HSA-9006934']
11,REAC,REAC:R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,0.0009787686494944327,True,Constitutive Signaling by Aberrant PI3K in Cancer,13,20,5,2597,0.25,0.38461538461538464,query_1,['REAC:R-HSA-2219528']
12,REAC,REAC:R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.0015151753184059367,True,PI3K/AKT Signaling in Cancer,14,20,5,2597,0.25,0.35714285714285715,query_1,['REAC:R-HSA-5663202']
13,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,0.0015151753184059367,True,Interleukin-2 family signaling,14,20,5,2597,0.25,0.35714285714285715,query_1,['REAC:R-HSA-449147']
14,REAC,REAC:R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.002261783625053489,True,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",15,20,5,2597,0.25,0.3333333333333333,query_1,['REAC:R-HSA-199418']
15,REAC,REAC:R-HSA-168256,Immune System,0.00300010578929605,True,Immune System,265,20,12,2597,0.6,0.045283018867924525,query_1,['REAC:0000000']
16,REAC,REAC:R-HSA-199418,Negative regulation of the PI3K/AKT network,0.0046157113680547045,True,Negative regulation of the PI3K/AKT network,17,20,5,2597,0.25,0.29411764705882354,query_1,['REAC:R-HSA-1257604']
17,REAC,REAC:R-HSA-1266738,Developmental Biology,0.004620953671309048,True,Developmental Biology,166,20,10,2597,0.5,0.060240963855421686,query_1,['REAC:0000000']
18,REAC,REAC:R-HSA-388396,GPCR downstream signalling,0.00599746161504833,True,GPCR downstream signalling,126,20,9,2597,0.45,0.07142857142857142,query_1,['REAC:R-HSA-372790']
19,REAC,REAC:R-HSA-187037,Signaling by NTRK1 (TRKA),0.008589826155024382,True,Signaling by NTRK1 (TRKA),19,20,5,2597,0.25,0.2631578947368421,query_1,['REAC:R-HSA-166520']
20,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,0.0087920679610904,True,Signaling by SCF-KIT,8,20,4,2597,0.2,0.5,query_1,['REAC:R-HSA-9006934']
21,REAC,REAC:R-HSA-5655302,Signaling by FGFR1 in disease,0.0087920679610904,True,Signaling by FGFR1 in disease,8,20,4,2597,0.2,0.5,query_1,['REAC:R-HSA-1226099']
22,REAC,REAC:R-HSA-372790,Signaling by GPCR,0.00963888576384165,True,Signaling by GPCR,133,20,9,2597,0.45,0.06766917293233082,query_1,['REAC:R-HSA-162582']
23,REAC,REAC:R-HSA-166520,Signaling by NTRKs,0.01488715933376293,True,Signaling by NTRKs,21,20,5,2597,0.25,0.23809523809523808,query_1,['REAC:R-HSA-9006934']
