,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,7.252791927819609e-11,True,Signaling by Receptor Tyrosine Kinases,91,20,13,2762,0.65,0.14285714285714285,query_1,['REAC:R-HSA-162582']
1,REAC,REAC:R-HSA-162582,Signal Transduction,1.5889623635389807e-10,True,Signal Transduction,418,20,19,2762,0.95,0.045454545454545456,query_1,['REAC:0000000']
2,REAC,REAC:R-HSA-1227986,Signaling by ERBB2,2.6870913882997455e-08,True,Signaling by ERBB2,13,20,7,2762,0.35,0.5384615384615384,query_1,['REAC:R-HSA-9006934']
3,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,4.281921686624417e-07,True,Diseases of signal transduction by growth factor receptors and second messengers,70,20,10,2762,0.5,0.14285714285714285,query_1,['REAC:R-HSA-1643685']
4,REAC,REAC:R-HSA-166520,Signaling by NTRKs,1.1791574693317452e-06,True,Signaling by NTRKs,20,20,7,2762,0.35,0.35,query_1,['REAC:R-HSA-9006934']
5,REAC,REAC:R-HSA-9665348,Signaling by ERBB2 ECD mutants,3.469186152618949e-06,True,Signaling by ERBB2 ECD mutants,6,20,5,2762,0.25,0.8333333333333334,query_1,['REAC:R-HSA-1227990']
6,REAC,REAC:R-HSA-1227990,Signaling by ERBB2 in Cancer,1.2087090125212731e-05,True,Signaling by ERBB2 in Cancer,7,20,5,2762,0.25,0.7142857142857143,query_1,['REAC:R-HSA-5663202']
7,REAC,REAC:R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,1.2087090125212731e-05,True,Signaling by ERBB2 TMD/JMD mutants,7,20,5,2762,0.25,0.7142857142857143,query_1,['REAC:R-HSA-1227990']
8,REAC,REAC:R-HSA-9664565,Signaling by ERBB2 KD Mutants,1.2087090125212731e-05,True,Signaling by ERBB2 KD Mutants,7,20,5,2762,0.25,0.7142857142857143,query_1,['REAC:R-HSA-1227990']
9,REAC,REAC:R-HSA-187037,Signaling by NTRK1 (TRKA),1.5206772096721401e-05,True,Signaling by NTRK1 (TRKA),15,20,6,2762,0.3,0.4,query_1,['REAC:R-HSA-166520']
