,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:0000000,REACTOME root term,2.4669813157733413e-35,True,REACTOME root term,3247,255,240,5559,0.9411764705882353,0.07391438250692947,query_1,[]
1,REAC,REAC:R-HSA-112316,Neuronal System,3.769298574450968e-28,True,Neuronal System,160,255,53,5559,0.20784313725490197,0.33125,query_1,['REAC:0000000']
2,REAC,REAC:R-HSA-112315,Transmission across Chemical Synapses,1.3343391318717225e-21,True,Transmission across Chemical Synapses,87,255,36,5559,0.1411764705882353,0.41379310344827586,query_1,['REAC:R-HSA-112316']
3,REAC,REAC:R-HSA-162582,Signal Transduction,3.999635572854272e-20,True,Signal Transduction,862,255,106,5559,0.41568627450980394,0.12296983758700696,query_1,['REAC:0000000']
4,REAC,REAC:R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,4.473789711578806e-17,True,Neurotransmitter receptors and postsynaptic signal transmission,68,255,29,5559,0.11372549019607843,0.4264705882352941,query_1,['REAC:R-HSA-112315']
5,REAC,REAC:R-HSA-1643685,Disease,6.620864810744386e-13,True,Disease,458,255,65,5559,0.2549019607843137,0.14192139737991266,query_1,['REAC:0000000']
6,REAC,REAC:R-HSA-190861,Gap junction assembly,3.3768936613060123e-12,True,Gap junction assembly,12,255,12,5559,0.047058823529411764,1.0,query_1,['REAC:R-HSA-190828']
7,REAC,REAC:R-HSA-9675108,Nervous system development,1.7582394021150528e-11,True,Nervous system development,198,255,40,5559,0.1568627450980392,0.20202020202020202,query_1,['REAC:R-HSA-1266738']
8,REAC,REAC:R-HSA-422475,Axon guidance,2.4347109239454347e-11,True,Axon guidance,190,255,39,5559,0.15294117647058825,0.20526315789473684,query_1,['REAC:R-HSA-9675108']
9,REAC,REAC:R-HSA-5576892,Phase 0 - rapid depolarisation,7.317561216063948e-11,True,Phase 0 - rapid depolarisation,16,255,13,5559,0.050980392156862744,0.8125,query_1,['REAC:R-HSA-5576891']
10,REAC,REAC:R-HSA-190828,Gap junction trafficking,1.3575411630837943e-09,True,Gap junction trafficking,15,255,12,5559,0.047058823529411764,0.8,query_1,['REAC:R-HSA-157858']
11,REAC,REAC:R-HSA-157858,Gap junction trafficking and regulation,5.21063781585324e-09,True,Gap junction trafficking and regulation,16,255,12,5559,0.047058823529411764,0.75,query_1,['REAC:R-HSA-199991']
12,REAC,REAC:R-HSA-5576891,Cardiac conduction,1.5756509994095584e-08,True,Cardiac conduction,58,255,20,5559,0.0784313725490196,0.3448275862068966,query_1,['REAC:R-HSA-397014']
13,REAC,REAC:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),3.3824490717570655e-08,True,Class A/1 (Rhodopsin-like receptors),67,255,21,5559,0.08235294117647059,0.31343283582089554,query_1,['REAC:R-HSA-500792']
14,REAC,REAC:R-HSA-1296071,Potassium Channels,1.7659633033551283e-07,True,Potassium Channels,39,255,16,5559,0.06274509803921569,0.41025641025641024,query_1,['REAC:R-HSA-112316']
15,REAC,REAC:R-HSA-1266738,Developmental Biology,2.0490776361282681e-07,True,Developmental Biology,344,255,47,5559,0.1843137254901961,0.13662790697674418,query_1,['REAC:0000000']
16,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,2.0854689487252174e-07,True,Diseases of signal transduction by growth factor receptors and second messengers,123,255,27,5559,0.10588235294117647,0.21951219512195122,query_1,['REAC:R-HSA-1643685']
17,REAC,REAC:R-HSA-1257604,PIP3 activates AKT signaling,3.153218118792795e-07,True,PIP3 activates AKT signaling,82,255,22,5559,0.08627450980392157,0.2682926829268293,query_1,['REAC:R-HSA-9006925']
18,REAC,REAC:R-HSA-416476,G alpha (q) signalling events,5.027942270130746e-07,True,G alpha (q) signalling events,61,255,19,5559,0.07450980392156863,0.3114754098360656,query_1,['REAC:R-HSA-388396']
19,REAC,REAC:R-HSA-449147,Signaling by Interleukins,6.887718250561162e-07,True,Signaling by Interleukins,129,255,27,5559,0.10588235294117647,0.20930232558139536,query_1,['REAC:R-HSA-1280215']
20,REAC,REAC:R-HSA-500792,GPCR ligand binding,1.6567794183724402e-06,True,GPCR ligand binding,97,255,23,5559,0.09019607843137255,0.23711340206185566,query_1,['REAC:R-HSA-372790']
