,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:0000000,REACTOME root term,1.989396015941498e-18,True,REACTOME root term,2357,149,139,4079,0.9328859060402684,0.05897327110733984,query_1,[]
1,REAC,REAC:R-HSA-162582,Signal Transduction,1.0794920958655328e-17,True,Signal Transduction,622,149,72,4079,0.48322147651006714,0.1157556270096463,query_1,['REAC:0000000']
2,REAC,REAC:R-HSA-1643685,Disease,1.4214696718536632e-14,True,Disease,368,149,52,4079,0.348993288590604,0.14130434782608695,query_1,['REAC:0000000']
3,REAC,REAC:R-HSA-112316,Neuronal System,7.479180109557105e-14,True,Neuronal System,125,149,31,4079,0.2080536912751678,0.248,query_1,['REAC:0000000']
4,REAC,REAC:R-HSA-112315,Transmission across Chemical Synapses,1.88599754649327e-12,True,Transmission across Chemical Synapses,76,149,24,4079,0.1610738255033557,0.3157894736842105,query_1,['REAC:R-HSA-112316']
5,REAC,REAC:R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,2.7807885611815153e-11,True,Neurotransmitter receptors and postsynaptic signal transmission,54,149,20,4079,0.1342281879194631,0.37037037037037035,query_1,['REAC:R-HSA-112315']
6,REAC,REAC:R-HSA-9675108,Nervous system development,8.219319963525365e-09,True,Nervous system development,160,149,29,4079,0.19463087248322147,0.18125,query_1,['REAC:R-HSA-1266738']
7,REAC,REAC:R-HSA-422475,Axon guidance,1.5007543832509232e-08,True,Axon guidance,152,149,28,4079,0.18791946308724833,0.18421052631578946,query_1,['REAC:R-HSA-9675108']
8,REAC,REAC:R-HSA-1266738,Developmental Biology,3.807968722083815e-08,True,Developmental Biology,247,149,35,4079,0.2348993288590604,0.1417004048582996,query_1,['REAC:0000000']
9,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,5.4493599954395385e-08,True,Diseases of signal transduction by growth factor receptors and second messengers,95,149,22,4079,0.1476510067114094,0.23157894736842105,query_1,['REAC:R-HSA-1643685']
10,REAC,REAC:R-HSA-449147,Signaling by Interleukins,7.813478732143573e-08,True,Signaling by Interleukins,87,149,21,4079,0.14093959731543623,0.2413793103448276,query_1,['REAC:R-HSA-1280215']
11,REAC,REAC:R-HSA-5663205,Infectious disease,1.7173791719788208e-07,True,Infectious disease,167,149,28,4079,0.18791946308724833,0.16766467065868262,query_1,['REAC:R-HSA-1643685']
12,REAC,REAC:R-HSA-442755,Activation of NMDA receptors and postsynaptic events,3.368610650266766e-07,True,Activation of NMDA receptors and postsynaptic events,24,149,12,4079,0.08053691275167785,0.5,query_1,['REAC:R-HSA-112314']
13,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,5.79281209319479e-07,True,Signaling by Receptor Tyrosine Kinases,139,149,25,4079,0.16778523489932887,0.17985611510791366,query_1,['REAC:R-HSA-162582']
14,REAC,REAC:R-HSA-212436,Generic Transcription Pathway,1.0606615852519275e-06,True,Generic Transcription Pathway,291,149,36,4079,0.24161073825503357,0.12371134020618557,query_1,['REAC:R-HSA-73857']
15,REAC,REAC:R-HSA-74160,Gene expression (Transcription),4.086859303880022e-06,True,Gene expression (Transcription),352,149,39,4079,0.26174496644295303,0.11079545454545454,query_1,['REAC:0000000']
