,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:0000000,REACTOME root term,2.6078779119610456e-25,True,REACTOME root term,3150,201,186,5510,0.9253731343283582,0.05904761904761905,query_1,[]
1,REAC,REAC:R-HSA-162582,Signal Transduction,5.775019167630829e-16,True,Signal Transduction,834,201,84,5510,0.417910447761194,0.10071942446043165,query_1,['REAC:0000000']
2,REAC,REAC:R-HSA-112316,Neuronal System,9.3367988434659e-14,True,Neuronal System,142,201,33,5510,0.16417910447761194,0.2323943661971831,query_1,['REAC:0000000']
3,REAC,REAC:R-HSA-1643685,Disease,4.0491147642820925e-13,True,Disease,485,201,59,5510,0.2935323383084577,0.12164948453608247,query_1,['REAC:0000000']
4,REAC,REAC:R-HSA-9675108,Nervous system development,8.225753214940939e-13,True,Nervous system development,229,201,40,5510,0.19900497512437812,0.17467248908296942,query_1,['REAC:R-HSA-1266738']
5,REAC,REAC:R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,7.757920072728961e-12,True,Neurotransmitter receptors and postsynaptic signal transmission,64,201,22,5510,0.10945273631840796,0.34375,query_1,['REAC:R-HSA-112315']
6,REAC,REAC:R-HSA-112315,Transmission across Chemical Synapses,2.0258333810573237e-11,True,Transmission across Chemical Synapses,82,201,24,5510,0.11940298507462686,0.2926829268292683,query_1,['REAC:R-HSA-112316']
7,REAC,REAC:R-HSA-422475,Axon guidance,2.6525411973501633e-11,True,Axon guidance,215,201,37,5510,0.18407960199004975,0.17209302325581396,query_1,['REAC:R-HSA-9675108']
8,REAC,REAC:R-HSA-1266738,Developmental Biology,4.66838970531799e-10,True,Developmental Biology,357,201,46,5510,0.22885572139303484,0.12885154061624648,query_1,['REAC:0000000']
9,REAC,REAC:R-HSA-438064,Post NMDA receptor activation events,5.726044168178322e-09,True,Post NMDA receptor activation events,23,201,13,5510,0.06467661691542288,0.5652173913043478,query_1,['REAC:R-HSA-442755']
10,REAC,REAC:R-HSA-442755,Activation of NMDA receptors and postsynaptic events,2.0509002129108884e-08,True,Activation of NMDA receptors and postsynaptic events,30,201,14,5510,0.06965174129353234,0.4666666666666667,query_1,['REAC:R-HSA-112314']
11,REAC,REAC:R-HSA-9619483,Activation of AMPK downstream of NMDARs,1.3685734647333663e-07,True,Activation of AMPK downstream of NMDARs,8,201,8,5510,0.03980099502487562,1.0,query_1,['REAC:R-HSA-438064']
12,REAC,REAC:R-HSA-449147,Signaling by Interleukins,2.1048530021639733e-07,True,Signaling by Interleukins,131,201,25,5510,0.12437810945273632,0.19083969465648856,query_1,['REAC:R-HSA-1280215']
13,REAC,REAC:R-HSA-373760,L1CAM interactions,2.522244207463058e-07,True,L1CAM interactions,64,201,18,5510,0.08955223880597014,0.28125,query_1,['REAC:R-HSA-422475']
14,REAC,REAC:R-HSA-5576891,Cardiac conduction,4.937989724971261e-07,True,Cardiac conduction,43,201,15,5510,0.07462686567164178,0.3488372093023256,query_1,['REAC:R-HSA-397014']
15,REAC,REAC:R-HSA-109582,Hemostasis,4.966018009805967e-07,True,Hemostasis,196,201,30,5510,0.14925373134328357,0.15306122448979592,query_1,['REAC:0000000']
16,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1.48773098452502e-06,True,"Interleukin-3, Interleukin-5 and GM-CSF signaling",21,201,11,5510,0.05472636815920398,0.5238095238095238,query_1,['REAC:R-HSA-449147']
17,REAC,REAC:R-HSA-445095,Interaction between L1 and Ankyrins,1.48773098452502e-06,True,Interaction between L1 and Ankyrins,21,201,11,5510,0.05472636815920398,0.5238095238095238,query_1,['REAC:R-HSA-373760']
18,REAC,REAC:R-HSA-9669938,Signaling by KIT in disease,5.780556429471595e-06,True,Signaling by KIT in disease,10,201,8,5510,0.03980099502487562,0.8,query_1,['REAC:R-HSA-5663202']
19,REAC,REAC:R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",5.780556429471595e-06,True,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",10,201,8,5510,0.03980099502487562,0.8,query_1,['REAC:R-HSA-9669938']
20,REAC,REAC:R-HSA-5576892,Phase 0 - rapid depolarisation,2.0534807446371636e-05,True,Phase 0 - rapid depolarisation,11,201,8,5510,0.03980099502487562,0.7272727272727273,query_1,['REAC:R-HSA-5576891']
21,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,2.2465385083835966e-05,True,Interleukin-2 family signaling,20,201,10,5510,0.04975124378109453,0.5,query_1,['REAC:R-HSA-449147']
22,REAC,REAC:R-HSA-5663205,Infectious disease,2.3645942089975524e-05,True,Infectious disease,214,201,29,5510,0.14427860696517414,0.13551401869158877,query_1,['REAC:R-HSA-1643685']
23,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,2.7302597659687095e-05,True,Diseases of signal transduction by growth factor receptors and second messengers,126,201,22,5510,0.10945273631840796,0.1746031746031746,query_1,['REAC:R-HSA-1643685']
24,REAC,REAC:R-HSA-375280,Amine ligand-binding receptors,5.9684953602599405e-05,True,Amine ligand-binding receptors,12,201,8,5510,0.03980099502487562,0.6666666666666666,query_1,['REAC:R-HSA-373076']
