,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,1.2775456861104638e-08,True,Pathways in cancer,93,19,15,1016,0.7894736842105263,0.16129032258064516,query_1,[]
1,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,6.660053310592912e-07,True,Prostate cancer,22,19,9,1016,0.47368421052631576,0.4090909090909091,query_1,[]
2,kegg_pathways_v1,KEGG:HSA05165,Human papillomavirus infection,2.0286434596486923e-06,True,Human papillomavirus infection,63,19,12,1016,0.631578947368421,0.19047619047619047,query_1,[]
3,kegg_pathways_v1,KEGG:HSA04066,HIF-1 signaling pathway,5.996500866018806e-06,True,HIF-1 signaling pathway,27,19,9,1016,0.47368421052631576,0.3333333333333333,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05211,Renal cell carcinoma,8.718555859488545e-06,True,Renal cell carcinoma,12,19,7,1016,0.3684210526315789,0.5833333333333334,query_1,[]
5,kegg_pathways_v1,KEGG:HSA05160,Hepatitis C,9.363298380846427e-06,True,Hepatitis C,19,19,8,1016,0.42105263157894735,0.42105263157894735,query_1,[]
6,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,2.4717877555579383e-05,True,Hepatitis B,21,19,8,1016,0.42105263157894735,0.38095238095238093,query_1,[]
7,kegg_pathways_v1,KEGG:HSA05205,Proteoglycans in cancer,3.568869593310122e-05,True,Proteoglycans in cancer,45,19,10,1016,0.5263157894736842,0.2222222222222222,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,6.864041066066816e-05,True,PD-L1 expression and PD-1 checkpoint pathway in cancer,15,19,7,1016,0.3684210526315789,0.4666666666666667,query_1,[]
9,kegg_pathways_v1,KEGG:HSA04630,JAK-STAT signaling pathway,8.673516183700476e-05,True,JAK-STAT signaling pathway,24,19,8,1016,0.42105263157894735,0.3333333333333333,query_1,[]
10,kegg_pathways_v1,KEGG:HSA05212,Pancreatic cancer,0.00012075027203606164,True,Pancreatic cancer,16,19,7,1016,0.3684210526315789,0.4375,query_1,[]
