,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,2.6889889653775967e-07,True,Pathways in cancer,70,19,14,776,0.7368421052631579,0.2,query_1,[]
1,kegg_pathways_v1,KEGG:HSA04014,Ras signaling pathway,0.00048544741530559104,True,Ras signaling pathway,23,19,8,776,0.42105263157894735,0.34782608695652173,query_1,[]
2,kegg_pathways_v1,KEGG:HSA05167,Kaposi sarcoma-associated herpesvirus infection,0.0014874994171249908,True,Kaposi sarcoma-associated herpesvirus infection,26,19,8,776,0.42105263157894735,0.3076923076923077,query_1,[]
3,kegg_pathways_v1,KEGG:HSA05166,Human T-cell leukemia virus 1 infection,0.007035731184272902,True,Human T-cell leukemia virus 1 infection,31,19,8,776,0.42105263157894735,0.25806451612903225,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,0.010669986677670064,True,Human cytomegalovirus infection,22,19,7,776,0.3684210526315789,0.3181818181818182,query_1,[]
5,kegg_pathways_v1,KEGG:HSA04935,"Growth hormone synthesis, secretion and action",0.02001088267490206,True,"Growth hormone synthesis, secretion and action",15,19,6,776,0.3157894736842105,0.4,query_1,[]
6,kegg_pathways_v1,KEGG:HSA05203,Viral carcinogenesis,0.021058001911938927,True,Viral carcinogenesis,24,19,7,776,0.3684210526315789,0.2916666666666667,query_1,[]
7,kegg_pathways_v1,KEGG:HSA04012,ErbB signaling pathway,0.029772216650060065,True,ErbB signaling pathway,9,19,5,776,0.2631578947368421,0.5555555555555556,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,0.029772216650060065,True,Non-small cell lung cancer,9,19,5,776,0.2631578947368421,0.5555555555555556,query_1,[]
9,kegg_pathways_v1,KEGG:HSA04725,Cholinergic synapse,0.03155062500164041,True,Cholinergic synapse,16,19,6,776,0.3157894736842105,0.375,query_1,[]
10,kegg_pathways_v1,KEGG:HSA04919,Thyroid hormone signaling pathway,0.03155062500164041,True,Thyroid hormone signaling pathway,16,19,6,776,0.3157894736842105,0.375,query_1,[]
11,kegg_pathways_v1,KEGG:HSA05207,Chemical carcinogenesis - receptor activation,0.038919274561799784,True,Chemical carcinogenesis - receptor activation,26,19,7,776,0.3684210526315789,0.2692307692307692,query_1,[]
12,kegg_pathways_v1,KEGG:HSA04926,Relaxin signaling pathway,0.04804859154340788,True,Relaxin signaling pathway,17,19,6,776,0.3157894736842105,0.35294117647058826,query_1,[]
13,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,0.04804859154340788,True,Hepatitis B,17,19,6,776,0.3157894736842105,0.35294117647058826,query_1,[]
