,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-109582,Hemostasis,3.0676467719516434e-10,True,Hemostasis,196,20,13,5510,0.65,0.0663265306122449,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,2.4226591338718923e-09,True,Signaling by SCF-KIT,17,20,7,5510,0.35,0.4117647058823529,query_1,['REAC:R-HSA-9006934']
2,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,4.066180356759575e-09,True,Diseases of signal transduction by growth factor receptors and second messengers,126,20,11,5510,0.55,0.0873015873015873,query_1,['REAC:R-HSA-1643685']
3,REAC,REAC:R-HSA-449147,Signaling by Interleukins,6.301287521469731e-09,True,Signaling by Interleukins,131,20,11,5510,0.55,0.08396946564885496,query_1,['REAC:R-HSA-1280215']
4,REAC,REAC:R-HSA-162582,Signal Transduction,1.0424839103920604e-08,True,Signal Transduction,834,20,18,5510,0.9,0.02158273381294964,query_1,['REAC:0000000']
5,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,2.0753321582882923e-07,True,ESR-mediated signaling,52,20,8,5510,0.4,0.15384615384615385,query_1,['REAC:R-HSA-9006931']
6,REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,9.080779907341977e-07,True,Cytokine Signaling in Immune system,205,20,11,5510,0.55,0.05365853658536585,query_1,['REAC:R-HSA-168256']
7,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",2.6256776936862267e-06,True,"Interleukin-3, Interleukin-5 and GM-CSF signaling",21,20,6,5510,0.3,0.2857142857142857,query_1,['REAC:R-HSA-449147']
8,REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,2.8270491031511248e-06,True,Signaling by Nuclear Receptors,71,20,8,5510,0.4,0.11267605633802817,query_1,['REAC:R-HSA-162582']
9,REAC,REAC:R-HSA-9669938,Signaling by KIT in disease,4.571816392046602e-06,True,Signaling by KIT in disease,10,20,5,5510,0.25,0.5,query_1,['REAC:R-HSA-5663202']
10,REAC,REAC:R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",4.571816392046602e-06,True,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",10,20,5,5510,0.25,0.5,query_1,['REAC:R-HSA-9669938']
11,REAC,REAC:R-HSA-9607240,FLT3 Signaling,8.362622833653298e-06,True,FLT3 Signaling,11,20,5,5510,0.25,0.45454545454545453,query_1,['REAC:R-HSA-1280215']
12,REAC,REAC:R-HSA-168256,Immune System,1.1429436215387457e-05,True,Immune System,559,20,14,5510,0.7,0.025044722719141325,query_1,['REAC:0000000']
13,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1.2208441420130915e-05,True,Signaling by Receptor Tyrosine Kinases,189,20,10,5510,0.5,0.05291005291005291,query_1,['REAC:R-HSA-162582']
14,REAC,REAC:R-HSA-76002,"Platelet activation, signaling and aggregation",1.3690892936718286e-05,True,"Platelet activation, signaling and aggregation",86,20,8,5510,0.4,0.09302325581395349,query_1,['REAC:R-HSA-109582']
15,REAC,REAC:R-HSA-1643685,Disease,3.559426577592185e-05,True,Disease,485,20,13,5510,0.65,0.026804123711340205,query_1,['REAC:0000000']
