,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,5.571942386850135e-06,True,Signaling by Nuclear Receptors,30,20,8,1984,0.4,0.26666666666666666,query_1,['REAC:R-HSA-162582']
1,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1.2598021935974208e-05,True,Signaling by Receptor Tyrosine Kinases,71,20,10,1984,0.5,0.14084507042253522,query_1,['REAC:R-HSA-162582']
2,REAC,REAC:R-HSA-162582,Signal Transduction,1.4621348998907855e-05,True,Signal Transduction,314,20,16,1984,0.8,0.050955414012738856,query_1,['REAC:0000000']
3,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,1.7497002103780768e-05,True,ESR-mediated signaling,21,20,7,1984,0.35,0.3333333333333333,query_1,['REAC:R-HSA-9006931']
4,REAC,REAC:R-HSA-109582,Hemostasis,0.00018050010321777354,True,Hemostasis,66,20,9,1984,0.45,0.13636363636363635,query_1,['REAC:0000000']
5,REAC,REAC:R-HSA-1643685,Disease,0.000370780540468432,True,Disease,170,20,12,1984,0.6,0.07058823529411765,query_1,['REAC:0000000']
6,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,0.00037362534234423536,True,Extra-nuclear estrogen signaling,9,20,5,1984,0.25,0.5555555555555556,query_1,['REAC:R-HSA-8939211']
7,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",0.000742526074660356,True,"Interleukin-3, Interleukin-5 and GM-CSF signaling",10,20,5,1984,0.25,0.5,query_1,['REAC:R-HSA-449147']
8,REAC,REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,0.0023042259001591105,True,VEGFA-VEGFR2 Pathway,12,20,5,1984,0.25,0.4166666666666667,query_1,['REAC:R-HSA-194138']
9,REAC,REAC:R-HSA-1266738,Developmental Biology,0.002504447124120154,True,Developmental Biology,120,20,10,1984,0.5,0.08333333333333333,query_1,['REAC:0000000']
10,REAC,REAC:R-HSA-194138,Signaling by VEGF,0.005751086420231457,True,Signaling by VEGF,14,20,5,1984,0.25,0.35714285714285715,query_1,['REAC:R-HSA-9006934']
11,REAC,REAC:R-HSA-5663205,Infectious disease,0.007212078425179134,True,Infectious disease,70,20,8,1984,0.4,0.11428571428571428,query_1,['REAC:R-HSA-1643685']
12,REAC,REAC:R-HSA-76002,"Platelet activation, signaling and aggregation",0.009515681047777103,True,"Platelet activation, signaling and aggregation",29,20,6,1984,0.3,0.20689655172413793,query_1,['REAC:R-HSA-109582']
13,REAC,REAC:R-HSA-449147,Signaling by Interleukins,0.010979741476452587,True,Signaling by Interleukins,49,20,7,1984,0.35,0.14285714285714285,query_1,['REAC:R-HSA-1280215']
14,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,0.02567150542305022,True,Signaling by SCF-KIT,8,20,4,1984,0.2,0.5,query_1,['REAC:R-HSA-9006934']
15,REAC,REAC:R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",0.04385893420463049,True,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",3,20,3,1984,0.15,1.0,query_1,['REAC:R-HSA-9669938']
16,REAC,REAC:R-HSA-9669938,Signaling by KIT in disease,0.04385893420463049,True,Signaling by KIT in disease,3,20,3,1984,0.15,1.0,query_1,['REAC:R-HSA-5663202']
17,REAC,REAC:R-HSA-5621575,CD209 (DC-SIGN) signaling,0.04385893420463049,True,CD209 (DC-SIGN) signaling,3,20,3,1984,0.15,1.0,query_1,['REAC:R-HSA-5621481']
