,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,1.128632211728298e-08,True,Signal Transduction,622,20,18,4079,0.9,0.028938906752411574,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-212436,Generic Transcription Pathway,8.602917853616078e-08,True,Generic Transcription Pathway,291,20,14,4079,0.7,0.048109965635738834,query_1,['REAC:R-HSA-73857']
2,REAC,REAC:R-HSA-73857,RNA Polymerase II Transcription,2.2609701673905943e-07,True,RNA Polymerase II Transcription,312,20,14,4079,0.7,0.04487179487179487,query_1,['REAC:R-HSA-74160']
3,REAC,REAC:R-HSA-74160,Gene expression (Transcription),1.1932826017258852e-06,True,Gene expression (Transcription),352,20,14,4079,0.7,0.03977272727272727,query_1,['REAC:0000000']
4,REAC,REAC:R-HSA-449147,Signaling by Interleukins,4.1658363661008486e-06,True,Signaling by Interleukins,87,20,9,4079,0.45,0.10344827586206896,query_1,['REAC:R-HSA-1280215']
5,REAC,REAC:R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,1.0569789794713646e-05,True,Signaling by Receptor Tyrosine Kinases,139,20,10,4079,0.5,0.07194244604316546,query_1,['REAC:R-HSA-162582']
6,REAC,REAC:R-HSA-1643685,Disease,4.629809660907644e-05,True,Disease,368,20,13,4079,0.65,0.035326086956521736,query_1,['REAC:0000000']
7,REAC,REAC:R-HSA-5663205,Infectious disease,6.571558178510786e-05,True,Infectious disease,167,20,10,4079,0.5,0.059880239520958084,query_1,['REAC:R-HSA-1643685']
8,REAC,REAC:R-HSA-8953897,Cellular responses to external stimuli,0.0001440648875592623,True,Cellular responses to external stimuli,86,20,8,4079,0.4,0.09302325581395349,query_1,['REAC:0000000']
9,REAC,REAC:R-HSA-2262752,Cellular responses to stress,0.0001440648875592623,True,Cellular responses to stress,86,20,8,4079,0.4,0.09302325581395349,query_1,['REAC:R-HSA-8953897']
10,REAC,REAC:R-HSA-1266738,Developmental Biology,0.00016675170609517284,True,Developmental Biology,247,20,11,4079,0.55,0.044534412955465584,query_1,['REAC:0000000']
11,REAC,REAC:R-HSA-109582,Hemostasis,0.0002253015906263601,True,Hemostasis,135,20,9,4079,0.45,0.06666666666666667,query_1,['REAC:0000000']
12,REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,0.00024066599750036864,True,Cytokine Signaling in Immune system,136,20,9,4079,0.45,0.0661764705882353,query_1,['REAC:R-HSA-168256']
13,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.00032220443850557666,True,Diseases of signal transduction by growth factor receptors and second messengers,95,20,8,4079,0.4,0.08421052631578947,query_1,['REAC:R-HSA-1643685']
14,REAC,REAC:R-HSA-2559583,Cellular Senescence,0.00045298328429009777,True,Cellular Senescence,35,20,6,4079,0.3,0.17142857142857143,query_1,['REAC:R-HSA-2262752']
15,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,0.0006449544194834445,True,ESR-mediated signaling,37,20,6,4079,0.3,0.16216216216216217,query_1,['REAC:R-HSA-9006931']
16,REAC,REAC:R-HSA-5621575,CD209 (DC-SIGN) signaling,0.0014538895315122148,True,CD209 (DC-SIGN) signaling,8,20,4,4079,0.2,0.5,query_1,['REAC:R-HSA-5621481']
17,REAC,REAC:R-HSA-168256,Immune System,0.0029505156707031214,True,Immune System,413,20,12,4079,0.6,0.029055690072639227,query_1,['REAC:0000000']
18,REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,0.003743769201621567,True,Signaling by Nuclear Receptors,49,20,6,4079,0.3,0.12244897959183673,query_1,['REAC:R-HSA-162582']
19,REAC,REAC:R-HSA-982772,Growth hormone receptor signaling,0.004334301763300646,True,Growth hormone receptor signaling,10,20,4,4079,0.2,0.4,query_1,['REAC:R-HSA-1280215']
20,REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,0.007561717521678708,True,Interleukin-4 and Interleukin-13 signaling,28,20,5,4079,0.25,0.17857142857142858,query_1,['REAC:R-HSA-449147']
21,REAC,REAC:R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),0.010152456394074371,True,Senescence-Associated Secretory Phenotype (SASP),12,20,4,4079,0.2,0.3333333333333333,query_1,['REAC:R-HSA-2559583']
22,REAC,REAC:R-HSA-195258,RHO GTPase Effectors,0.015834160110811117,True,RHO GTPase Effectors,62,20,6,4079,0.3,0.0967741935483871,query_1,['REAC:R-HSA-194315']
23,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,0.020401669166606917,True,Extra-nuclear estrogen signaling,14,20,4,4079,0.2,0.2857142857142857,query_1,['REAC:R-HSA-8939211']
24,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,0.03024032916639842,True,Intracellular signaling by second messengers,69,20,6,4079,0.3,0.08695652173913043,query_1,['REAC:R-HSA-162582']
