,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05205,Proteoglycans in cancer,2.7359769109145224e-07,True,Proteoglycans in cancer,63,18,9,1662,0.5,0.14285714285714285,query_1,[]
1,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,1.0113290104182707e-05,True,Pathways in cancer,127,18,10,1662,0.5555555555555556,0.07874015748031496,query_1,[]
2,kegg_pathways_v1,KEGG:HSA04919,Thyroid hormone signaling pathway,0.00025105578288573066,True,Thyroid hormone signaling pathway,43,18,6,1662,0.3333333333333333,0.13953488372093023,query_1,[]
3,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,0.0004896103158942364,True,Human cytomegalovirus infection,48,18,6,1662,0.3333333333333333,0.125,query_1,[]
4,kegg_pathways_v1,KEGG:HSA04912,GnRH signaling pathway,0.0008002862429094316,True,GnRH signaling pathway,30,18,5,1662,0.2777777777777778,0.16666666666666666,query_1,[]
5,kegg_pathways_v1,KEGG:HSA05206,MicroRNAs in cancer,0.0015155876873384495,True,MicroRNAs in cancer,58,18,6,1662,0.3333333333333333,0.10344827586206896,query_1,[]
6,kegg_pathways_v1,KEGG:HSA04961,Endocrine and other factor-regulated calcium reabsorption,0.0027449132397356873,True,Endocrine and other factor-regulated calcium reabsorption,19,18,4,1662,0.2222222222222222,0.21052631578947367,query_1,[]
7,kegg_pathways_v1,KEGG:HSA05207,Chemical carcinogenesis - receptor activation,0.0085340732361673,True,Chemical carcinogenesis - receptor activation,48,18,5,1662,0.2777777777777778,0.10416666666666667,query_1,[]
8,kegg_pathways_v1,KEGG:HSA01521,EGFR tyrosine kinase inhibitor resistance,0.01177008380997914,True,EGFR tyrosine kinase inhibitor resistance,27,18,4,1662,0.2222222222222222,0.14814814814814814,query_1,[]
9,kegg_pathways_v1,KEGG:HSA04144,Endocytosis,0.01805030599439668,True,Endocytosis,56,18,5,1662,0.2777777777777778,0.08928571428571429,query_1,[]
10,kegg_pathways_v1,KEGG:HSA01522,Endocrine resistance,0.020534986903314418,True,Endocrine resistance,31,18,4,1662,0.2222222222222222,0.12903225806451613,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04062,Chemokine signaling pathway,0.02330912393280567,True,Chemokine signaling pathway,32,18,4,1662,0.2222222222222222,0.125,query_1,[]
12,kegg_pathways_v1,KEGG:HSA04360,Axon guidance,0.025128505385232258,True,Axon guidance,60,18,5,1662,0.2777777777777778,0.08333333333333333,query_1,[]
13,kegg_pathways_v1,KEGG:HSA04933,AGE-RAGE signaling pathway in diabetic complications,0.02634394885493488,True,AGE-RAGE signaling pathway in diabetic complications,33,18,4,1662,0.2222222222222222,0.12121212121212122,query_1,[]
14,kegg_pathways_v1,KEGG:HSA05203,Viral carcinogenesis,0.03325225348156921,True,Viral carcinogenesis,35,18,4,1662,0.2222222222222222,0.11428571428571428,query_1,[]
