,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA04120,Ubiquitin mediated proteolysis,0.000309920537034602,True,Ubiquitin mediated proteolysis,30,16,5,1726,0.3125,0.16666666666666666,query_1,[]
1,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,0.0019417860310990194,True,Prostate cancer,21,16,4,1726,0.25,0.19047619047619047,query_1,[]
2,kegg_pathways_v1,KEGG:HSA05203,Viral carcinogenesis,0.0037424574721862318,True,Viral carcinogenesis,49,16,5,1726,0.3125,0.10204081632653061,query_1,[]
3,kegg_pathways_v1,KEGG:HSA05206,MicroRNAs in cancer,0.00856405779758447,True,MicroRNAs in cancer,58,16,5,1726,0.3125,0.08620689655172414,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,0.009696756788072067,True,Pathways in cancer,142,16,7,1726,0.4375,0.04929577464788732,query_1,[]
5,kegg_pathways_v1,KEGG:HSA05210,Colorectal cancer,0.01278049267622654,True,Colorectal cancer,13,16,3,1726,0.1875,0.23076923076923078,query_1,[]
6,kegg_pathways_v1,KEGG:HSA05160,Hepatitis C,0.0139858468101893,True,Hepatitis C,34,16,4,1726,0.25,0.11764705882352941,query_1,[]
7,kegg_pathways_v1,KEGG:HSA05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.020102947498589395,True,PD-L1 expression and PD-1 checkpoint pathway in cancer,15,16,3,1726,0.1875,0.2,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05212,Pancreatic cancer,0.024601947230036607,True,Pancreatic cancer,16,16,3,1726,0.1875,0.1875,query_1,[]
9,kegg_pathways_v1,KEGG:HSA05224,Breast cancer,0.026644707678760662,True,Breast cancer,40,16,4,1726,0.25,0.1,query_1,[]
10,kegg_pathways_v1,KEGG:HSA05213,Endometrial cancer,0.029704572155193374,True,Endometrial cancer,17,16,3,1726,0.1875,0.17647058823529413,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04064,NF-kappa B signaling pathway,0.048957245962674416,True,NF-kappa B signaling pathway,20,16,3,1726,0.1875,0.15,query_1,[]
12,kegg_pathways_v1,KEGG:HSA04657,IL-17 signaling pathway,0.048957245962674416,True,IL-17 signaling pathway,20,16,3,1726,0.1875,0.15,query_1,[]
13,kegg_pathways_v1,KEGG:HSA05131,Shigellosis,0.049987968034783684,True,Shigellosis,47,16,4,1726,0.25,0.0851063829787234,query_1,[]
14,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,0.049987968034783684,True,Human cytomegalovirus infection,47,16,4,1726,0.25,0.0851063829787234,query_1,[]
