,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,8.917852411975478e-07,True,Extra-nuclear estrogen signaling,14,20,6,4079,0.3,0.42857142857142855,query_1,['REAC:R-HSA-8939211']
1,REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,1.3507464596540245e-06,True,Signaling by Nuclear Receptors,49,20,8,4079,0.4,0.16326530612244897,query_1,['REAC:R-HSA-162582']
2,REAC,REAC:R-HSA-212436,Generic Transcription Pathway,2.3586592016319477e-06,True,Generic Transcription Pathway,291,20,13,4079,0.65,0.044673539518900345,query_1,['REAC:R-HSA-73857']
3,REAC,REAC:R-HSA-73857,RNA Polymerase II Transcription,5.73512178852878e-06,True,RNA Polymerase II Transcription,312,20,13,4079,0.65,0.041666666666666664,query_1,['REAC:R-HSA-74160']
4,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,9.891976228043352e-06,True,ESR-mediated signaling,37,20,7,4079,0.35,0.1891891891891892,query_1,['REAC:R-HSA-9006931']
5,REAC,REAC:R-HSA-74160,Gene expression (Transcription),2.6445401638741422e-05,True,Gene expression (Transcription),352,20,13,4079,0.65,0.036931818181818184,query_1,['REAC:0000000']
6,REAC,REAC:R-HSA-1266738,Developmental Biology,0.00016675170609517284,True,Developmental Biology,247,20,11,4079,0.55,0.044534412955465584,query_1,['REAC:0000000']
7,REAC,REAC:R-HSA-162582,Signal Transduction,0.002553381560454989,True,Signal Transduction,622,20,14,4079,0.7,0.022508038585209004,query_1,['REAC:0000000']
8,REAC,REAC:R-HSA-1257604,PIP3 activates AKT signaling,0.010550140937135612,True,PIP3 activates AKT signaling,58,20,6,4079,0.3,0.10344827586206896,query_1,['REAC:R-HSA-9006925']
9,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,0.03024032916639842,True,Intracellular signaling by second messengers,69,20,6,4079,0.3,0.08695652173913043,query_1,['REAC:R-HSA-162582']
