,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,2.8477615640527667e-15,True,Pathways in cancer,93,20,19,1016,0.95,0.20430107526881722,query_1,[]
1,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,9.948180072543804e-15,True,Prostate cancer,22,20,13,1016,0.65,0.5909090909090909,query_1,[]
2,kegg_pathways_v1,KEGG:HSA04935,"Growth hormone synthesis, secretion and action",1.0548909802077235e-14,True,"Growth hormone synthesis, secretion and action",29,20,14,1016,0.7,0.4827586206896552,query_1,[]
3,kegg_pathways_v1,KEGG:HSA04066,HIF-1 signaling pathway,3.88199782210964e-13,True,HIF-1 signaling pathway,27,20,13,1016,0.65,0.48148148148148145,query_1,[]
4,kegg_pathways_v1,KEGG:HSA01521,EGFR tyrosine kinase inhibitor resistance,8.927361871354697e-12,True,EGFR tyrosine kinase inhibitor resistance,18,20,11,1016,0.55,0.6111111111111112,query_1,[]
5,kegg_pathways_v1,KEGG:HSA04068,FoxO signaling pathway,1.2568832669002227e-11,True,FoxO signaling pathway,25,20,12,1016,0.6,0.48,query_1,[]
6,kegg_pathways_v1,KEGG:HSA05160,Hepatitis C,2.1027380502248995e-11,True,Hepatitis C,19,20,11,1016,0.55,0.5789473684210527,query_1,[]
7,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,9.65115754706049e-11,True,Hepatitis B,21,20,11,1016,0.55,0.5238095238095238,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05214,Glioma,2.2673054397079727e-10,True,Glioma,16,20,10,1016,0.5,0.625,query_1,[]
9,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,2.2673054397079727e-10,True,Non-small cell lung cancer,16,20,10,1016,0.5,0.625,query_1,[]
10,kegg_pathways_v1,KEGG:HSA04014,Ras signaling pathway,1.2388898344429049e-09,True,Ras signaling pathway,34,20,12,1016,0.6,0.35294117647058826,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04015,Rap1 signaling pathway,1.87112711723931e-09,True,Rap1 signaling pathway,35,20,12,1016,0.6,0.34285714285714286,query_1,[]
