,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,1.5276905338901993e-16,True,Pathways in cancer,87,20,19,1100,0.95,0.21839080459770116,query_1,[]
1,kegg_pathways_v1,KEGG:HSA01521,EGFR tyrosine kinase inhibitor resistance,4.551365727254738e-16,True,EGFR tyrosine kinase inhibitor resistance,15,20,12,1100,0.6,0.8,query_1,[]
2,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,1.8081594548683895e-15,True,Prostate cancer,16,20,12,1100,0.6,0.75,query_1,[]
3,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,1.7537572574119735e-14,True,Human cytomegalovirus infection,24,20,13,1100,0.65,0.5416666666666666,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,3.7271517344701785e-12,True,Non-small cell lung cancer,18,20,11,1100,0.55,0.6111111111111112,query_1,[]
5,kegg_pathways_v1,KEGG:HSA04151,PI3K-Akt signaling pathway,8.776031728785193e-12,True,PI3K-Akt signaling pathway,59,20,15,1100,0.75,0.2542372881355932,query_1,[]
6,kegg_pathways_v1,KEGG:HSA04935,"Growth hormone synthesis, secretion and action",1.5240234560821436e-10,True,"Growth hormone synthesis, secretion and action",23,20,11,1100,0.55,0.4782608695652174,query_1,[]
7,kegg_pathways_v1,KEGG:HSA04012,ErbB signaling pathway,2.858853843058131e-10,True,ErbB signaling pathway,12,20,9,1100,0.45,0.75,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,2.858853843058131e-10,True,PD-L1 expression and PD-1 checkpoint pathway in cancer,12,20,9,1100,0.45,0.75,query_1,[]
9,kegg_pathways_v1,KEGG:HSA05213,Endometrial cancer,2.858853843058131e-10,True,Endometrial cancer,12,20,9,1100,0.45,0.75,query_1,[]
10,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,4.94766000827438e-10,True,Hepatitis B,25,20,11,1100,0.55,0.44,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04072,Phospholipase D signaling pathway,4.94766000827438e-10,True,Phospholipase D signaling pathway,25,20,11,1100,0.55,0.44,query_1,[]
12,kegg_pathways_v1,KEGG:HSA05160,Hepatitis C,4.94766000827438e-10,True,Hepatitis C,25,20,11,1100,0.55,0.44,query_1,[]
13,kegg_pathways_v1,KEGG:HSA04062,Chemokine signaling pathway,8.510245350769359e-10,True,Chemokine signaling pathway,26,20,11,1100,0.55,0.4230769230769231,query_1,[]
14,kegg_pathways_v1,KEGG:HSA05214,Glioma,9.206776137505951e-10,True,Glioma,13,20,9,1100,0.45,0.6923076923076923,query_1,[]
15,kegg_pathways_v1,KEGG:HSA05206,MicroRNAs in cancer,1.5925344187259027e-09,True,MicroRNAs in cancer,37,20,12,1100,0.6,0.32432432432432434,query_1,[]
16,kegg_pathways_v1,KEGG:HSA04926,Relaxin signaling pathway,2.287287702536681e-09,True,Relaxin signaling pathway,20,20,10,1100,0.5,0.5,query_1,[]
