,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA04935,"Growth hormone synthesis, secretion and action",2.102150726133731e-28,True,"Growth hormone synthesis, secretion and action",48,20,18,2299,0.9,0.375,query_1,[]
1,kegg_pathways_v1,KEGG:HSA04926,Relaxin signaling pathway,7.34284768933445e-20,True,Relaxin signaling pathway,41,20,14,2299,0.7,0.34146341463414637,query_1,[]
2,kegg_pathways_v1,KEGG:HSA04071,Sphingolipid signaling pathway,7.34284768933445e-20,True,Sphingolipid signaling pathway,41,20,14,2299,0.7,0.34146341463414637,query_1,[]
3,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,8.731221221566445e-20,True,Human cytomegalovirus infection,56,20,15,2299,0.75,0.26785714285714285,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05214,Glioma,2.7128501685594736e-19,True,Glioma,23,20,12,2299,0.6,0.5217391304347826,query_1,[]
5,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,4.936572887435736e-19,True,Hepatitis B,46,20,14,2299,0.7,0.30434782608695654,query_1,[]
6,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,1.0366465948269508e-18,True,Non-small cell lung cancer,25,20,12,2299,0.6,0.48,query_1,[]
7,kegg_pathways_v1,KEGG:HSA04664,Fc epsilon RI signaling pathway,1.0366465948269508e-18,True,Fc epsilon RI signaling pathway,25,20,12,2299,0.6,0.48,query_1,[]
8,kegg_pathways_v1,KEGG:HSA04722,Neurotrophin signaling pathway,3.666569481727076e-18,True,Neurotrophin signaling pathway,38,20,13,2299,0.65,0.34210526315789475,query_1,[]
9,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,8.02503500425568e-18,True,Pathways in cancer,161,20,18,2299,0.9,0.11180124223602485,query_1,[]
10,kegg_pathways_v1,KEGG:HSA04933,AGE-RAGE signaling pathway in diabetic complications,8.101194259384181e-18,True,AGE-RAGE signaling pathway in diabetic complications,40,20,13,2299,0.65,0.325,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04012,ErbB signaling pathway,2.7587612597906553e-17,True,ErbB signaling pathway,31,20,12,2299,0.6,0.3870967741935484,query_1,[]
12,kegg_pathways_v1,KEGG:HSA04370,VEGF signaling pathway,3.583303986440482e-17,True,VEGF signaling pathway,22,20,11,2299,0.55,0.5,query_1,[]
13,kegg_pathways_v1,KEGG:HSA01522,Endocrine resistance,4.3996599254707774e-17,True,Endocrine resistance,32,20,12,2299,0.6,0.375,query_1,[]
14,kegg_pathways_v1,KEGG:HSA04750,Inflammatory mediator regulation of TRP channels,6.733854832232964e-17,True,Inflammatory mediator regulation of TRP channels,46,20,13,2299,0.65,0.2826086956521739,query_1,[]
15,kegg_pathways_v1,KEGG:HSA05205,Proteoglycans in cancer,1.9111350365634646e-16,True,Proteoglycans in cancer,67,20,14,2299,0.7,0.208955223880597,query_1,[]
16,kegg_pathways_v1,KEGG:HSA05206,MicroRNAs in cancer,1.9111350365634646e-16,True,MicroRNAs in cancer,67,20,14,2299,0.7,0.208955223880597,query_1,[]
17,kegg_pathways_v1,KEGG:HSA04919,Thyroid hormone signaling pathway,3.1062380346053593e-16,True,Thyroid hormone signaling pathway,51,20,13,2299,0.65,0.2549019607843137,query_1,[]
18,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,6.5035907095389825e-16,True,Prostate cancer,27,20,11,2299,0.55,0.4074074074074074,query_1,[]
19,kegg_pathways_v1,KEGG:HSA05170,Human immunodeficiency virus 1 infection,1.214926751611777e-15,True,Human immunodeficiency virus 1 infection,56,20,13,2299,0.65,0.23214285714285715,query_1,[]
20,kegg_pathways_v1,KEGG:HSA04960,Aldosterone-regulated sodium reabsorption,2.1480830074222923e-15,True,Aldosterone-regulated sodium reabsorption,20,20,10,2299,0.5,0.5,query_1,[]
21,kegg_pathways_v1,KEGG:HSA04015,Rap1 signaling pathway,2.3576545779077992e-15,True,Rap1 signaling pathway,79,20,14,2299,0.7,0.17721518987341772,query_1,[]
22,kegg_pathways_v1,KEGG:HSA01521,EGFR tyrosine kinase inhibitor resistance,2.6953712497036396e-15,True,EGFR tyrosine kinase inhibitor resistance,30,20,11,2299,0.55,0.36666666666666664,query_1,[]
23,kegg_pathways_v1,KEGG:HSA05142,Chagas disease,2.6953712497036396e-15,True,Chagas disease,30,20,11,2299,0.55,0.36666666666666664,query_1,[]
24,kegg_pathways_v1,KEGG:HSA05225,Hepatocellular carcinoma,2.883337347195365e-15,True,Hepatocellular carcinoma,43,20,12,2299,0.6,0.27906976744186046,query_1,[]
25,kegg_pathways_v1,KEGG:HSA05415,Diabetic cardiomyopathy,2.883337347195365e-15,True,Diabetic cardiomyopathy,43,20,12,2299,0.6,0.27906976744186046,query_1,[]
26,kegg_pathways_v1,KEGG:HSA04062,Chemokine signaling pathway,5.37097204940562e-15,True,Chemokine signaling pathway,45,20,12,2299,0.6,0.26666666666666666,query_1,[]
27,kegg_pathways_v1,KEGG:HSA04917,Prolactin signaling pathway,7.45846032041897e-15,True,Prolactin signaling pathway,22,20,10,2299,0.5,0.45454545454545453,query_1,[]
28,kegg_pathways_v1,KEGG:HSA05231,Choline metabolism in cancer,9.44560869180289e-15,True,Choline metabolism in cancer,33,20,11,2299,0.55,0.3333333333333333,query_1,[]
29,kegg_pathways_v1,KEGG:HSA04613,Neutrophil extracellular trap formation,9.44560869180289e-15,True,Neutrophil extracellular trap formation,33,20,11,2299,0.55,0.3333333333333333,query_1,[]
30,kegg_pathways_v1,KEGG:HSA04650,Natural killer cell mediated cytotoxicity,9.44560869180289e-15,True,Natural killer cell mediated cytotoxicity,33,20,11,2299,0.55,0.3333333333333333,query_1,[]
31,kegg_pathways_v1,KEGG:HSA04068,FoxO signaling pathway,1.2883397987131817e-14,True,FoxO signaling pathway,48,20,12,2299,0.6,0.25,query_1,[]
