,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,1.4313954044309301e-11,True,Pathways in cancer,102,20,17,1159,0.85,0.16666666666666666,query_1,[]
1,kegg_pathways_v1,KEGG:HSA04935,"Growth hormone synthesis, secretion and action",6.852269653434438e-10,True,"Growth hormone synthesis, secretion and action",19,20,10,1159,0.5,0.5263157894736842,query_1,[]
2,kegg_pathways_v1,KEGG:HSA01522,Endocrine resistance,7.056848886761238e-08,True,Endocrine resistance,19,20,9,1159,0.45,0.47368421052631576,query_1,[]
3,kegg_pathways_v1,KEGG:HSA04012,ErbB signaling pathway,9.816098032619983e-08,True,ErbB signaling pathway,13,20,8,1159,0.4,0.6153846153846154,query_1,[]
4,kegg_pathways_v1,KEGG:HSA05215,Prostate cancer,9.544642354173614e-07,True,Prostate cancer,16,20,8,1159,0.4,0.5,query_1,[]
5,kegg_pathways_v1,KEGG:HSA05163,Human cytomegalovirus infection,1.1973385916460842e-06,True,Human cytomegalovirus infection,35,20,10,1159,0.5,0.2857142857142857,query_1,[]
6,kegg_pathways_v1,KEGG:HSA04062,Chemokine signaling pathway,1.4810711164451134e-06,True,Chemokine signaling pathway,25,20,9,1159,0.45,0.36,query_1,[]
7,kegg_pathways_v1,KEGG:HSA04510,Focal adhesion,1.530362060285453e-06,True,Focal adhesion,49,20,11,1159,0.55,0.22448979591836735,query_1,[]
8,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,2.245813317989999e-06,True,Non-small cell lung cancer,11,20,7,1159,0.35,0.6363636363636364,query_1,[]
9,kegg_pathways_v1,KEGG:HSA04015,Rap1 signaling pathway,6.96487407469229e-06,True,Rap1 signaling pathway,41,20,10,1159,0.5,0.24390243902439024,query_1,[]
10,kegg_pathways_v1,KEGG:HSA04540,Gap junction,1.4400285842531383e-05,True,Gap junction,21,20,8,1159,0.4,0.38095238095238093,query_1,[]
11,kegg_pathways_v1,KEGG:HSA04072,Phospholipase D signaling pathway,3.513926174728863e-05,True,Phospholipase D signaling pathway,34,20,9,1159,0.45,0.2647058823529412,query_1,[]
12,kegg_pathways_v1,KEGG:HSA05214,Glioma,4.7474040789917776e-05,True,Glioma,9,20,6,1159,0.3,0.6666666666666666,query_1,[]
13,kegg_pathways_v1,KEGG:HSA05205,Proteoglycans in cancer,6.196968765813257e-05,True,Proteoglycans in cancer,36,20,9,1159,0.45,0.25,query_1,[]
14,kegg_pathways_v1,KEGG:HSA01521,EGFR tyrosine kinase inhibitor resistance,7.407267811703958e-05,True,EGFR tyrosine kinase inhibitor resistance,16,20,7,1159,0.35,0.4375,query_1,[]
15,kegg_pathways_v1,KEGG:HSA05165,Human papillomavirus infection,0.0001561510766238641,True,Human papillomavirus infection,73,20,11,1159,0.55,0.1506849315068493,query_1,[]
16,kegg_pathways_v1,KEGG:HSA04912,GnRH signaling pathway,0.00020198404947450665,True,GnRH signaling pathway,18,20,7,1159,0.35,0.3888888888888889,query_1,[]
17,kegg_pathways_v1,KEGG:HSA05206,MicroRNAs in cancer,0.00022065789969203138,True,MicroRNAs in cancer,41,20,9,1159,0.45,0.21951219512195122,query_1,[]
18,kegg_pathways_v1,KEGG:HSA04926,Relaxin signaling pathway,0.0003166289166849931,True,Relaxin signaling pathway,19,20,7,1159,0.35,0.3684210526315789,query_1,[]
19,kegg_pathways_v1,KEGG:HSA04722,Neurotrophin signaling pathway,0.0005060440927432869,True,Neurotrophin signaling pathway,12,20,6,1159,0.3,0.5,query_1,[]
20,kegg_pathways_v1,KEGG:HSA05219,Bladder cancer,0.0005060440927432869,True,Bladder cancer,12,20,6,1159,0.3,0.5,query_1,[]
21,kegg_pathways_v1,KEGG:HSA04915,Estrogen signaling pathway,0.0007162139346950999,True,Estrogen signaling pathway,21,20,7,1159,0.35,0.3333333333333333,query_1,[]
22,kegg_pathways_v1,KEGG:HSA05213,Endometrial cancer,0.0009299835040738159,True,Endometrial cancer,13,20,6,1159,0.3,0.46153846153846156,query_1,[]
23,kegg_pathways_v1,KEGG:HSA04151,PI3K-Akt signaling pathway,0.001067746098079183,True,PI3K-Akt signaling pathway,66,20,10,1159,0.5,0.15151515151515152,query_1,[]
24,kegg_pathways_v1,KEGG:HSA05131,Shigellosis,0.0014595033639166026,True,Shigellosis,35,20,8,1159,0.4,0.22857142857142856,query_1,[]
25,kegg_pathways_v1,KEGG:HSA04928,"Parathyroid hormone synthesis, secretion and action",0.0014800815837744633,True,"Parathyroid hormone synthesis, secretion and action",23,20,7,1159,0.35,0.30434782608695654,query_1,[]
26,kegg_pathways_v1,KEGG:HSA04068,FoxO signaling pathway,0.0014800815837744633,True,FoxO signaling pathway,23,20,7,1159,0.35,0.30434782608695654,query_1,[]
27,kegg_pathways_v1,KEGG:HSA04520,Adherens junction,0.002656059605811836,True,Adherens junction,15,20,6,1159,0.3,0.4,query_1,[]
28,kegg_pathways_v1,KEGG:HSA04066,HIF-1 signaling pathway,0.002656059605811836,True,HIF-1 signaling pathway,15,20,6,1159,0.3,0.4,query_1,[]
29,kegg_pathways_v1,KEGG:HSA04919,Thyroid hormone signaling pathway,0.0028445161785045432,True,Thyroid hormone signaling pathway,25,20,7,1159,0.35,0.28,query_1,[]
30,kegg_pathways_v1,KEGG:HSA04750,Inflammatory mediator regulation of TRP channels,0.00420525176242871,True,Inflammatory mediator regulation of TRP channels,16,20,6,1159,0.3,0.375,query_1,[]
31,kegg_pathways_v1,KEGG:HSA04916,Melanogenesis,0.00420525176242871,True,Melanogenesis,16,20,6,1159,0.3,0.375,query_1,[]
32,kegg_pathways_v1,KEGG:HSA05210,Colorectal cancer,0.00420525176242871,True,Colorectal cancer,16,20,6,1159,0.3,0.375,query_1,[]
33,kegg_pathways_v1,KEGG:HSA04810,Regulation of actin cytoskeleton,0.004547941668443164,True,Regulation of actin cytoskeleton,40,20,8,1159,0.4,0.2,query_1,[]
34,kegg_pathways_v1,KEGG:HSA05417,Lipid and atherosclerosis,0.014649893049235719,True,Lipid and atherosclerosis,31,20,7,1159,0.35,0.22580645161290322,query_1,[]
35,kegg_pathways_v1,KEGG:HSA05208,Chemical carcinogenesis - reactive oxygen species,0.02703422576666651,True,Chemical carcinogenesis - reactive oxygen species,21,20,6,1159,0.3,0.2857142857142857,query_1,[]
36,kegg_pathways_v1,KEGG:HSA05161,Hepatitis B,0.02703422576666651,True,Hepatitis B,21,20,6,1159,0.3,0.2857142857142857,query_1,[]
37,kegg_pathways_v1,KEGG:HSA05146,Amoebiasis,0.02703422576666651,True,Amoebiasis,21,20,6,1159,0.3,0.2857142857142857,query_1,[]
38,kegg_pathways_v1,KEGG:HSA04921,Oxytocin signaling pathway,0.029078454609886253,True,Oxytocin signaling pathway,34,20,7,1159,0.35,0.20588235294117646,query_1,[]
39,kegg_pathways_v1,KEGG:HSA05212,Pancreatic cancer,0.03292327774581799,True,Pancreatic cancer,12,20,5,1159,0.25,0.4166666666666667,query_1,[]
40,kegg_pathways_v1,KEGG:HSA04020,Calcium signaling pathway,0.033903595917855855,True,Calcium signaling pathway,51,20,8,1159,0.4,0.1568627450980392,query_1,[]
